nome,endereco,telefone,whatsapp,instagram,email,categoria,subnicho,tem_site,url_site,avaliacao,num_avaliacoes,cidade,bairro,link_maps,place_id
Iguaçu Service Center,"R. Oscar Soares, 25 - Centro, Nova Iguaçu - RJ, 26220-099",Rotas,,https://www.instagram.com/reoboth_smart?igsh=eThyZTUzdHZmbHYz,,Assistência técnica de celular,Assistência técnica de celular,False,,3.6,3,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/Igua%C3%A7u+Service+Center/@-22.7598471,-43.5983425,12z/data=!4m10!1m2!2m1!1sassistencia+tecnica+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x996656065d7649:0x2391fdde63e10d9d!8m2!3d-22.7601938!4d-43.4400479!15sCjJhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gTm92YSBJZ3Vhw6d1LCBSSlozIjFhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gbm92YSBpZ3Vhw6d1IHJqkgEedmlkZW9fZXF1aXBtZW50X3JlcGFpcl9zZXJ2aWNlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5rYjBrM1prdG5FQUXgAQD6AQUIhQEQPA!16s%2Fg%2F11b7xq520v?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x996656065d7649:0x2391fdde63e10d9d
Curso de Conserto de Celular - Nova Iguaçu,"R. João Venâncio de Figueiredo, 1738 - Kennedy, Nova Iguaçu - RJ, 26020-001",Rotas,,https://www.instagram.com/reoboth_smart?igsh=eThyZTUzdHZmbHYz,,Assistência técnica de celular,Assistência técnica de celular,False,,5.0,,"Nova Iguaçu, RJ",Kennedy,"https://www.google.com/maps/place/Curso+de+Conserto+de+Celular+-+Nova+Igua%C3%A7u/@-22.7598471,-43.5983425,12z/data=!4m10!1m2!2m1!1sassistencia+tecnica+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x99662d19015555:0x792b76e4767e72ce!8m2!3d-22.7288271!4d-43.4438262!15sCjJhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gTm92YSBJZ3Vhw6d1LCBSSpIBGG1vYmlsZV9waG9uZV9yZXBhaXJfc2hvcOABAA!16s%2Fg%2F11ggsrl6qb?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x99662d19015555:0x792b76e4767e72ce
REOBOTH ASSISTÊNCIA TÉCNICA E ACESSÓRIOS,"R. Cel. Bernardino de Melo - Centro, Nova Iguaçu - RJ, 26255-140",Rotas,,https://www.instagram.com/reoboth_smart?igsh=eThyZTUzdHZmbHYz,,Assistência técnica de celular,Assistência técnica de celular,False,https://www.instagram.com/reoboth_smart?igsh=eThyZTUzdHZmbHYz,5.0,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/REOBOTH+ASSIST%C3%8ANCIA+T%C3%89CNICA+E+ACESS%C3%93RIOS/@-22.7598471,-43.5983425,12z/data=!4m10!1m2!2m1!1sassistencia+tecnica+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x996788176f6f73:0xf7548c0e780b5c1f!8m2!3d-22.7598492!4d-43.4525396!15sCjJhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gTm92YSBJZ3Vhw6d1LCBSSlozIjFhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gbm92YSBpZ3Vhw6d1IHJqkgEYbW9iaWxlX3Bob25lX3JlcGFpcl9zaG9wmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1b1RsWklhM3BTUmtwelRsWmtNRTVzUlRKTVZFNHhXVlp3Yms5SFl4QULgAQD6AQQILxAP!16s%2Fg%2F11ldsx1k3l?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x996788176f6f73:0xf7548c0e780b5c1f
"iResolve - Assistência Técnica Especializada Apple - Conserto de Iphone, Ipad e Apple Watch.","R. Divisa, 419 - Sala 2 - Santa Eugenia, Nova Iguaçu - RJ, 26286-240",Rotas,https://api.whatsapp.com/send/?phone=5521976502029&type=phone_number&app_absent=0,https://www.instagram.com/reoboth_smart?igsh=eThyZTUzdHZmbHYz,,Assistência técnica de celular,Assistência técnica de celular,True,http://sites.google.com/view/iresolvebr/in%25C3%25ADcio,5.0,,"Nova Iguaçu, RJ",Santa Eugenia,"https://www.google.com/maps/place/iResolve+-+Assist%C3%AAncia+T%C3%A9cnica+Especializada+Apple+-+Conserto+de+Iphone,+Ipad+e+Apple+Watch./@-22.7598471,-43.5983425,12z/data=!4m10!1m2!2m1!1sassistencia+tecnica+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x996710de35d89d:0xfae4b3b854cca5a5!8m2!3d-22.7477085!4d-43.4711354!15sCjJhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gTm92YSBJZ3Vhw6d1LCBSSlozIjFhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gbm92YSBpZ3Vhw6d1IHJqkgEUcGhvbmVfcmVwYWlyX3NlcnZpY2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTm1hM1JMYmxwM0VBReABAPoBBAhnEDs!16s%2Fg%2F11pt_xkzbl?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x996710de35d89d:0xfae4b3b854cca5a5
Nave acessorios Nova iguaçu,"R. Otávio Tarquino, 220 - Centro, Nova Iguaçu - RJ, 26210-172",Rotas,,https://www.instagram.com/reoboth_smart?igsh=eThyZTUzdHZmbHYz,,Assistência técnica de celular,Assistência técnica de celular,False,https://www.instagram.com/acessoriosnave,4.9,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/Nave+acessorios+Nova+igua%C3%A7u/@-22.7598471,-43.5983425,12z/data=!4m10!1m2!2m1!1sassistencia+tecnica+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x99676c78939b8d:0xe032f76f361a53c8!8m2!3d-22.7582333!4d-43.4498062!15sCjJhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gTm92YSBJZ3Vhw6d1LCBSSlozIjFhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gbm92YSBpZ3Vhw6d1IHJqkgEaY29tcHV0ZXJfYWNjZXNzb3JpZXNfc3RvcmWaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjVhVVZGWFZrOWxXR1JEVFVSRmVsZ3dXa0pqYkVweVZEQm9ZVTVXUlJBQuABAPoBBQi4ARAX!16s%2Fg%2F11s78glx1t?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x99676c78939b8d:0xe032f76f361a53c8
Universo do Celular Posse | Conserto de celular | Posse - Nova Iguaçu,"R. João Venâncio de Figueiredo, 886 - Posse, Nova Iguaçu - RJ, 26020-000",Rotas,,https://www.instagram.com/reoboth_smart?igsh=eThyZTUzdHZmbHYz,,Assistência técnica de celular,Assistência técnica de celular,False,,5.0,,"Nova Iguaçu, RJ",Posse,"https://www.google.com/maps/place/Universo+do+Celular+Posse+%7C+Conserto+de+celular+%7C+Posse+-+Nova+Igua%C3%A7u/@-22.7598471,-43.5983425,12z/data=!4m10!1m2!2m1!1sassistencia+tecnica+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x9967604c25518d:0x134ab4225371ef87!8m2!3d-22.7317551!4d-43.4519098!15sCjJhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gTm92YSBJZ3Vhw6d1LCBSSlozIjFhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gbm92YSBpZ3Vhw6d1IHJqkgEQY2VsbF9waG9uZV9zdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSUWJTMVlPREozUlJBQuABAPoBBAgAECI!16s%2Fg%2F11t5n_fw93?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x9967604c25518d:0x134ab4225371ef87
Conserto e Venda de Celular - TS ACESSÓRIOS,"Av. Gov. Roberto Silveira, 447 - STAND 35 - Centro, Nova Iguaçu - RJ, 26210-220",Rotas,,https://www.instagram.com/reoboth_smart?igsh=eThyZTUzdHZmbHYz,,Assistência técnica de celular,Assistência técnica de celular,False,https://www.instagram.com/ts_acessorios_info,5.0,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/Conserto+e+Venda+de+Celular+-+TS+ACESS%C3%93RIOS/@-22.7598471,-43.5983425,12z/data=!4m10!1m2!2m1!1sassistencia+tecnica+de+celular+em+Nova+Igua%C3%A7u,+RJ!3m6!1s0x99676441f0a243:0x2d385a7afcc6863a!8m2!3d-22.7539267!4d-43.4549628!15sCjJhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gTm92YSBJZ3Vhw6d1LCBSSlozIjFhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gbm92YSBpZ3Vhw6d1IHJqkgEXY29tcHV0ZXJfcmVwYWlyX3NlcnZpY2WaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBLZEdFeWJETmtiV013WVVSck0xbFZlRFJVYld4RFVrWldNMDFWUlJBQuABAPoBBAgAECs!16s%2Fg%2F11n3ny12l8?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x99676441f0a243:0x2d385a7afcc6863a
Conserta Smart Nilópolis,"Estr. Antônio José Bitencourt, 31 - Centro, Nilópolis - RJ, 26535-000",21) 98233-0775,21) 98233-0775,,,Assistência técnica de celular,Assistência técnica de celular,True,https://www.consertasmart.com/conserto-de-celular/nil%C3%B3polis,4.6,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/Conserta+Smart+Nil%C3%B3polis/@-22.7598471,-43.5983425,12z/data=!4m11!1m3!2m2!1sassistencia+tecnica+de+celular+em+Nova+Igua%C3%A7u,+RJ!6e6!3m6!1s0x9966ad4e324ef9:0x418adcc1cfe8f4ce!8m2!3d-22.8065597!4d-43.4156549!15sCjJhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gTm92YSBJZ3Vhw6d1LCBSSlozIjFhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gbm92YSBpZ3Vhw6d1IHJqkgEYbW9iaWxlX3Bob25lX3JlcGFpcl9zaG9wmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDIxdmQxTkVTVFZaYmxwclRrUlNWVTVZY0ZsWGJteHJWVlZTYTFneFJSQULgAQD6AQQIYhAQ!16s%2Fg%2F11k9kcjv1c?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x9966ad4e324ef9:0x418adcc1cfe8f4ce
Informatize Informática,"R. Min. Edgar da Costa, 10 - Sala 104 - Centro, Nova Iguaçu - RJ, 26220-070",21) 2667-3288,,,,Assistência técnica de celular,Assistência técnica de celular,True,http://www.informatizeinformatica.com.br/,4.9,,"Nova Iguaçu, RJ",Centro,"https://www.google.com/maps/place/Informatize+Inform%C3%A1tica/@-22.7598471,-43.5983425,12z/data=!4m11!1m3!2m2!1sassistencia+tecnica+de+celular+em+Nova+Igua%C3%A7u,+RJ!6e6!3m6!1s0x99670053ba2119:0x663d40818a1e7741!8m2!3d-22.7612608!4d-43.4476524!15sCjJhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gTm92YSBJZ3Vhw6d1LCBSSlozIjFhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gbm92YSBpZ3Vhw6d1IHJqkgEXY29tcHV0ZXJfcmVwYWlyX3NlcnZpY2WaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjFLVWs1VmNFVmtNSEJEWWxkak5XTlVTblpWYTFJelZXNWplRkl3UlJBQuABAPoBBAhrEDo!16s%2Fg%2F11h0_5_x2?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x99670053ba2119:0x663d40818a1e7741
Newcell Assistência Técnica,"Estr. Velha de Iguacu, 235 - Miguel Couto, Nova Iguaçu - RJ, 26060-410",21) 96857-4963,21) 96857-4963,https://instagram.com/newcell_021?igshid=NzZlODBkYWE4Ng==,,Assistência técnica de celular,Assistência técnica de celular,False,https://instagram.com/newcell_021?igshid=NzZlODBkYWE4Ng==,4.9,,"Nova Iguaçu, RJ",Miguel Couto,"https://www.google.com/maps/place/Newcell+Assist%C3%AAncia+T%C3%A9cnica/@-22.7598471,-43.5983425,12z/data=!4m11!1m3!2m2!1sassistencia+tecnica+de+celular+em+Nova+Igua%C3%A7u,+RJ!6e6!3m6!1s0x9969582a0d824d:0x6549b9a9b87b4135!8m2!3d-22.7068072!4d-43.4304561!15sCjJhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gTm92YSBJZ3Vhw6d1LCBSSlozIjFhc3Npc3RlbmNpYSB0ZWNuaWNhIGRlIGNlbHVsYXIgZW0gbm92YSBpZ3Vhw6d1IHJqkgEQY2VsbF9waG9uZV9zdG9yZZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyNVNWMWd4U2xKVk1sSnJZMGhPZEZneldreFpNRVpKVVZjNWFsTXpZeEFC4AEA-gEECBEQQA!16s%2Fg%2F11vlw0r1b4?entry=ttu&g_ep=EgoyMDI2MDYyMy4wIKXMDSoASAFQAw%3D%3D",0x9969582a0d824d:0x6549b9a9b87b4135
