nome,endereco,telefone,email,categoria,tem_site,url_site,avaliacao,num_avaliacoes,cidade
Barbearia Bruno e Jonas,"R. José Souza Sampaio - Vale da Simpatia, São João de Meriti - RJ, 25565-390",21) 97948-0872,,barbearia,False,,5.0,,"São João de Meriti, RJ"
Centro Médico São João,"R. Cel. Henrique da Fonseca, 390 - Centro, São João de Meriti - RJ, 25520-620",21) 99915-1300,,clínica médica,False,,4.4,,"São João de Meriti, RJ"
MedicMais | Vilar dos Teles,"R. Jacatirão, 93 - LOTE 12 LOJA B C D - Vilar dos Teles, São João de Meriti - RJ, 25561-411",21) 2656-9566,,clínica médica,False,,5.0,,"São João de Meriti, RJ"
Centro Medico Metropolitano,"R. Moacir Saraíva de Carvalho, 21 - 425 - Jardim Metropole, São João de Meriti - RJ, 25571-190",21) 2650-8614,,clínica médica,False,,3.9,,"São João de Meriti, RJ"
Clínica Médica Roseira,"R. Gessyr Gonçalves Fontes, 139 - Centro, São João de Meriti - RJ, 25520-570",21) 2756-6024,,clínica médica,False,,5.0,,"São João de Meriti, RJ"
Clínica Cemo | Vilar dos Teles,"R. Jacatirão, 93 - Lote 12 Loja B C D - Vilar dos Teles, São João de Meriti - RJ, 25561-411",21) 99866-4721,,clínica médica,False,,5.0,,"São João de Meriti, RJ"
Oficina Dos Amigos,"R. Tulípa - Trezentos, São João de Meriti - RJ, 25580-500",21) 96468-6289,,oficina mecânica,False,,4.7,,"São João de Meriti, RJ"
Oficina Mecânica Duro Na Queda,"R. Genuíno Siqueira, 58-810 - Jardim Meriti, São João de Meriti - RJ, 25555-300",21) 96413-8461,,oficina mecânica,False,,4.7,,"São João de Meriti, RJ"
318 Autocenter Oficina Mecânica,"Lote 24 - Quadra 216, Av. Comendador Teles - Vilar dos Teles, RJ, 25561-970",21) 97364-1318,,oficina mecânica,False,,4.8,,"São João de Meriti, RJ"
Oficina Mecânica Garage,"Rua bento lisboa 121 - Jardim Meriti - Centro, São João de Meriti - RJ, 25510-325",21) 97349-6610,,oficina mecânica,False,,5.0,,"São João de Meriti, RJ"
Auto Confiança Oficina,"Av. Pernambucana, 1890 - Vila Rosali, São João de Meriti - RJ, 25510-430",,,oficina mecânica,False,,5.0,,"São João de Meriti, RJ"
Renocar oficina especializada em mecânica francesa,"R. Floriano Peixoto, 115 - Jardim Jose Bonifacio, São João de Meriti - RJ, 25565-330",21) 96563-9661,,oficina mecânica,False,,4.5,,"São João de Meriti, RJ"
OFICINA MECANICA - LAUDIER JR REPARAÇÕES AUTOMOTIVAS,"R. Profa. Vicentina, 05 - Quadra C - Coelho da Rocha, São João de Meriti - RJ, 25550-650",21) 96961-7501,,oficina mecânica,False,,5.0,,"São João de Meriti, RJ"
Toyoteles Oficina Mecânica,"R. Separação, 23 - Lt 17 - Qd - Jardim Meriti, São João de Meriti - RJ, 25555-620",21) 98760-4204,,oficina mecânica,False,,4.9,,"São João de Meriti, RJ"
QualiCar,"R. Dep. Flores Da Cunha, 180 - Jardim Meriti, São João de Meriti - RJ, 25555-430",21) 98842-8488,,oficina mecânica,False,,4.8,,"São João de Meriti, RJ"
Auto Mecânica do Juca,"Av. João de Deus Menezes, 271 - Venda Velha, São João de Meriti - RJ, 25565-541",,,oficina mecânica,False,,4.8,,"São João de Meriti, RJ"
Auto Mecânica Brinquinho,"R. Duque de Caxias, 540-662 - 540-662 - Vilar dos Teles, São João de Meriti - RJ, 25560-060",21) 97482-7437,,oficina mecânica,False,,4.7,,"São João de Meriti, RJ"
Anselmo Auto Center,"R. São João Batista, 521 - Centro, São João de Meriti - RJ, 25515-520",21) 3756-5317,,oficina mecânica,False,,4.9,,"São João de Meriti, RJ"
Oficina mecânica rato barato,"R. Padre Manuel da Nóbrega, lote 4 - quadra 56 - Vilar dos Teles, São João de Meriti - RJ, 25560-120",21) 3752-2880,,oficina mecânica,False,,4.9,,"São João de Meriti, RJ"
Oficina Mecânica Raposão,"R. Humaitá - Vila São João, São João de Meriti - RJ, 25576-130",,,oficina mecânica,False,,5.0,,"São João de Meriti, RJ"
EDCAR AUTO CENTER,"Av. Dr. Délio Guaraná, 110 - Éden, São João de Meriti - RJ, 25545-395",21) 96441-6258,,oficina mecânica,False,,4.9,,"São João de Meriti, RJ"
Clinicar Roosevelt Oficina Mecânica,"R. Geni Ferreira de Matos, 108 - Coelho da Rocha, São João de Meriti - RJ, 25550-720",21) 97009-7462,,oficina mecânica,False,,5.0,,"São João de Meriti, RJ"
Mundo Animal,"R. Barra do Piraí, 3129 - Vilar dos Teles, São João de Meriti - RJ, 25561-120",21) 3678-5300,,pet shop,False,,4.6,,"São João de Meriti, RJ"
Amor de Bicho Pet Shop,"R. Antero Pinto Pereira, 290 - Loja A - Jardim Meriti, São João de Meriti - RJ, 25555-490",21) 97601-4391,,pet shop,False,,4.6,,"São João de Meriti, RJ"
Veterinária Amor de Bicho,"Av. Getúlio de Moura, 394 - Centro, São João de Meriti - RJ, 25520-662",21) 2656-3661,,pet shop,False,,4.8,,"São João de Meriti, RJ"
Pet Shop L.V Rações,"R. São João Batista, 64 - Centro, São João de Meriti - RJ, 25515-520",21) 2756-4246,,pet shop,False,,4.5,,"São João de Meriti, RJ"
Pet Reef,"R. São Francisco de Assis, 972 - São Mateus, São João de Meriti - RJ, 25525-670",21) 97275-4122,,pet shop,False,,4.8,,"São João de Meriti, RJ"
Pet Shop Cisne de Ouro,"Praça Getúlio Vargas, 98 - Centro, São João de Meriti - RJ, 25520-580",21) 2756-4579,,pet shop,False,,4.4,,"São João de Meriti, RJ"
PET SHOP DOG FELIZ,"Av. Presidente Tancredo Neves, 1413 - Parque Sao Nicolau, São João de Meriti - RJ, 25530-566",21) 2655-4202,,pet shop,False,,4.5,,"São João de Meriti, RJ"
Pet shop Aguia de Eden,"R. Cruz da Fé, 516 - Éden, São João de Meriti - RJ, 25545-170",21) 3753-6776,,pet shop,False,,5.0,,"São João de Meriti, RJ"
Ca&Ca pet,"R. Maria Cândida, 10 - Jardim Santo Antonio, São João de Meriti - RJ, 25580-020",,,pet shop,False,,2.8,,"São João de Meriti, RJ"
Pet's Center Vilar,"R. Otávio Mangabeira, 950 - Jardim Meriti, São João de Meriti - RJ, 25555-120",21) 3668-6018,,pet shop,False,,4.6,,"São João de Meriti, RJ"
Maria Chá Boutique,"Av. Getúlio de Moura, 70 - Centro, São João de Meriti - RJ, 25545-202",,,loja de roupas,False,,4.1,,"São João de Meriti, RJ"
Zahhara Moda Feminina- Matriz Shopping,"R. da Matriz, 63 - Loja 22E - Centro, São João de Meriti - RJ, 25520-640",21) 2656-4677,,loja de roupas,False,,5.0,,"São João de Meriti, RJ"
Lojas 3B,"R. da Matriz, 259 - Centro, São João de Meriti - RJ, 25520-640",,,loja de roupas,False,,4.2,,"São João de Meriti, RJ"
Nova Cinelândia,"R. da Matriz, 206 - Centro, São João de Meriti - RJ, 25525-130",21) 2756-4073,,loja de roupas,False,,4.6,,"São João de Meriti, RJ"
Mar e Ação,"R. da Matriz, 63 - Loja 12 - Centro, São João de Meriti - RJ, 25520-640",21) 2756-9451,,loja de roupas,False,,4.0,,"São João de Meriti, RJ"
Vitoria kids atacado e varejo,"R. Francisca Dantas, 21 - Centro, São João de Meriti - RJ, 25525-030",21) 99332-8956,,loja de roupas,False,,4.4,,"São João de Meriti, RJ"
Charme Do Rio,"R. Monte Lindo - Eng. Belford, São João de Meriti - RJ, 25520-340",21) 96866-9466,,loja de roupas,False,,4.2,,"São João de Meriti, RJ"
Thamy e Jô brilho de mulher ( moda feminina),"R. Maria das Dores de Andrade Silva - de Andrade, São João de Meriti - RJ, 25535-003",21) 96862-6587,,loja de roupas,False,,5.0,,"São João de Meriti, RJ"
Brecho desapego das marcas,"Praça do Skate - R. São João Batista, Quiosque 01 - Centro, São João de Meriti - RJ, 25515-520",21) 97721-6218,,loja de roupas,False,,5.0,,"São João de Meriti, RJ"
Nalin,"Av. Comendador Teles, 2401 - Vilar dos Teles, São João de Meriti - RJ, 25561-161",,,loja de roupas,False,,4.3,,"São João de Meriti, RJ"
Mega Shopping 1,"Av. Automóvel Clube, 2456 - Vilar dos Teles, São João de Meriti - RJ, 25565-178",21) 2751-2325,,loja de roupas,False,,4.2,,"São João de Meriti, RJ"
Doceria MI São João de Meriti,"Av. Getúlio de Moura, 249 - centro sao joao, São João de Meriti - RJ, 25520-662",21) 98110-6051,,padaria,False,,4.9,,"São João de Meriti, RJ"
Padaria Pão Casquinha,"R. Eucalípto, 177 - Vila Tiradentes, São João de Meriti - RJ, 25545-440",21) 3678-1583,,padaria,False,,4.3,,"São João de Meriti, RJ"
Panificação Skill Ltda.,"Av. Getúlio de Moura, 1713 - Agostinho Porto, São João de Meriti - RJ, 25545-201",21) 3735-4130,,padaria,False,,4.5,,"São João de Meriti, RJ"
Vaspão,"R. Dr. Agostinho Porto, 164 - Agostinho Porto, São João de Meriti - RJ, 25510-102",21) 2757-5700,,padaria,False,,4.3,,"São João de Meriti, RJ"
Padaria Pão Gostoso,"Av. Etevaldo de Araújo, 38 - Parque Araruama, São João de Meriti - RJ, 25585-470",,,padaria,False,,4.8,,"São João de Meriti, RJ"
Padaria do Botânico,"Av. Comendador Teles, 2944 - Vilar dos Teles, São João de Meriti - RJ, 25561-161",21) 2651-1276,,padaria,False,,4.2,,"São João de Meriti, RJ"
Pão da vida padaria e confeitaria 17 Ltda,"R. Otávio Mangabeira, 471 - Jardim Meriti, São João de Meriti - RJ, 25555-120",21) 2651-5861,,padaria,False,,4.6,,"São João de Meriti, RJ"
Padaria e Confeitaria Shallon,"Próximo ao Terminal Rodoviário Do Reginas - Rua Fenícia, Pç Da Bandeira, 14 - Quadra 57 - Vilar dos Teles, São João de Meriti - RJ, 25560-190",21) 2662-7194,,padaria,False,,4.3,,"São João de Meriti, RJ"
Padaria da Dona Geralda,"Av. João de Deus Menezes, 250 - Venda Velha, São João de Meriti - RJ, 25565-541",,,padaria,False,,4.7,,"São João de Meriti, RJ"
Padaria e Confeitaria Estoril,"Av. Dr. Délio Guaraná, 555 - Éden, São João de Meriti - RJ, 25545-100",21) 2650-6704,,padaria,False,,4.3,,"São João de Meriti, RJ"
Doceria MI Vilar dos Teles,"R. Jacatirão, 13 - Vilar dos Teles, São João de Meriti - RJ, 25561-411",,,padaria,False,,4.6,,"São João de Meriti, RJ"
Padaria e Confeitaria Jurema,"A, Av. Dr. Délio Guaraná, 453 - Éden, São João de Meriti - RJ, 25545-100",21) 2656-3467,,padaria,False,,4.3,,"São João de Meriti, RJ"
Padaria Operária,"R. Darcí Vargas - Centro, São João de Meriti - RJ, 25515-000",,,padaria,False,,4.2,,"São João de Meriti, RJ"
Pão da Hora Padaria Confeitaria,"R. Ex-Combatente, 5-7 - Coelho da Rocha, São João de Meriti - RJ, 25550-761",,,padaria,False,,4.5,,"São João de Meriti, RJ"
Mais Sabor Sonhos e Pães,"R. Prata, 457 - Loja A - Coelho da Rocha, São João de Meriti - RJ, 25550-560",21) 98140-2562,,padaria,False,,5.0,,"São João de Meriti, RJ"
Padaria Dona Adelaide,"R. Manuel Correia, 157 - Vila Rosali, São João de Meriti - RJ, 25510-220",21) 2756-2822,,padaria,False,,4.3,,"São João de Meriti, RJ"
Padaria São Sebastião,"Av. Goiânia, 44 - Éden, São João de Meriti - RJ, 25540-451",,,padaria,False,,4.6,,"São João de Meriti, RJ"
Mercearia e Padaria Pai e Filho,"R. Barão do Rio Branco, 170 - Vilar dos Teles, São João de Meriti - RJ, 25561-210",21) 96881-4762,,padaria,False,,4.8,,"São João de Meriti, RJ"
Padaria do Michel,"R. Chumbo, 9 - Parque Alian, São João de Meriti - RJ, 25550-270",21) 97445-4228,,padaria,False,,4.5,,"São João de Meriti, RJ"
Sabino's Pizzaria E Lanches,"Av. Fagundes Varela - Vila São João, São João de Meriti - RJ, 25570-300",21) 4132-5799,,pizzaria,False,,4.5,,"São João de Meriti, RJ"
Oba Oba Pizzaria - São João de Meriti - Centro,"Av. Dr. Arruda Negreiros, 399 - Centro, São João de Meriti - RJ, 25520-001",21) 2042-2626,,pizzaria,False,,2.7,,"São João de Meriti, RJ"
Pizzaria du Galego,"R. Doná Odília, 15 - QD 06 - Vila Tiradentes, São João de Meriti - RJ, 25525-270",21) 96459-5462,,pizzaria,False,,5.0,,"São João de Meriti, RJ"
West Point das Pizzas,"General Osório, 20 - Parque São Judas Tadeu, São João de Meriti - RJ, 25540-320",,,pizzaria,False,,4.4,,"São João de Meriti, RJ"
Pizzaria e Lanchonete Point do Carlinho,"Estr. das Pedrinhas, 275 - Venda Velha, São João de Meriti - RJ, 25580-660",21) 97047-4064,,pizzaria,False,,4.2,,"São João de Meriti, RJ"
X-Tudo da Natal,"R. Estud. Galdêncio Miguel, 5309 - Lj C - Jardim Meriti, São João de Meriti - RJ, 25555-240",,,pizzaria,False,,4.7,,"São João de Meriti, RJ"
Tanaboka Bar,"Av. Dr. Arruda Negreiros, 421 - Centro, São João de Meriti - RJ, 25520-001",,,bar,False,,4.5,,"São João de Meriti, RJ"
Primus Bar,"R. da Matriz, 1809 - Agostinho Porto, São João de Meriti - RJ, 25525-130",21) 99317-8392,,bar,False,,4.5,,"São João de Meriti, RJ"
Bar do Homer,"R. Arnaud Guedes de Amorim, 166 - Coelho da Rocha, São João de Meriti - RJ, 25550-570",21) 99349-5445,,bar,False,,4.8,,"São João de Meriti, RJ"
Jogando em Casa ( Bar ),"R. São Francisco de Assis, 132 - Centro, São João de Meriti - RJ, 25515-290",,,bar,False,,4.8,,"São João de Meriti, RJ"
Bar Kings Bar,"1,2 km, R. Est. Eliane Castanheira, 808 - Vila Rosali, São João de Meriti - RJ, 25510-242",21) 96942-0755,,bar,False,,4.5,,"São João de Meriti, RJ"
Gatos,"R. Barra do Piraí, 143 - Vilar dos Teles, São João de Meriti - RJ, 25561-120",21) 2753-8810,,bar,False,,4.4,,"São João de Meriti, RJ"
Miru's Bar,"R. Barra Mansa, 84 - Vilar dos Teles, São João de Meriti - RJ, 25555-760",,,bar,False,,4.7,,"São João de Meriti, RJ"
Bar Paris,"Vilar dos Teles, São João de Meriti - RJ, 25571-105",21) 97698-5773,,bar,False,,4.7,,"São João de Meriti, RJ"
Parado Na Skina Bar E Restaurante,"R. Dr. Celso José de Carvalho - Jardim Meriti, São João de Meriti - RJ, 25555-640",,,bar,False,,4.4,,"São João de Meriti, RJ"
Boteco Bené São João de Meriti,"Av. Presidente Lincoln - Jardim Meriti, São João de Meriti - RJ, 25555-200",,,bar,False,,4.3,,"São João de Meriti, RJ"
Top 1 Bar e Restaurante,"R. Clemente Pereira Leandro, 32 - lote 5 Quadra - Vilar dos Teles, São João de Meriti - RJ, 25561-000",21) 3752-6792,,bar,False,,4.6,,"São João de Meriti, RJ"
Bar 3 Corações,"R. Maria Januária, 354 - Centro, São João de Meriti - RJ, 25515-330",,,bar,False,,4.6,,"São João de Meriti, RJ"
Varandas Bar Cassia e Tânia,"R. Jorge Nanhay, 45 B - Tomazinho, São João de Meriti - RJ, 25525-470",,,bar,False,,4.8,,"São João de Meriti, RJ"
Drogarias Araruama Galop,"Rod. Pres. Dutra - Venda Velha, São João de Meriti - RJ, 25550-140",21) 99927-5784,,farmácia,False,,5.0,,"São João de Meriti, RJ"
Complexo do Barro 3,"R. Marquesa de Santos, 22 - Parque Fluminense, Duque de Caxias - RJ, 25040-070",21) 96654-5712,,farmácia,False,,,,"São João de Meriti, RJ"
L.S.Farma,"Av. Gomes Freire, 112 - Pantanal, Duque de Caxias - RJ, 25040-160",21) 3134-6924,,farmácia,False,,,,"São João de Meriti, RJ"
Drogaria Saude Farma,"Av. Dr. Roberto Silveira, 180 - Agostinho Porto, São João de Meriti - RJ, 25545-120",21) 2756-7251,,farmácia,False,,3.9,,"São João de Meriti, RJ"
Farmácia Praça Carioca,"R. Dr. Agostinho Porto, 643 - Agostinho Porto, São João de Meriti - RJ, 25555-410",21) 3025-9925,,farmácia,False,,4.9,,"São João de Meriti, RJ"
Drogaria Legitima Jardim Metropole,"Av. do Comércio, 145 - Jardim Metropole, São João de Meriti - RJ, 25575-110",21) 2699-2606,,farmácia,False,,3.9,,"São João de Meriti, RJ"
Rj Drogarias,"Av. Dr. Délio Guaraná, 62 - Éden, São João de Meriti - RJ, 25545-100",21) 2756-0408,,farmácia,False,,4.1,,"São João de Meriti, RJ"
Drogaria Saúde Farma De Jardim Meriti,"R. Vanio de Santanª Moreira - Jardim Meriti, São João de Meriti - RJ, 25555-421",21) 98575-6891,,farmácia,False,,3.2,,"São João de Meriti, RJ"
Luz Drogarias,"Av. Euclídes da Cunha - Vila São João, São João de Meriti - RJ, 25570-341",21) 97337-1708,,farmácia,False,,4.0,,"São João de Meriti, RJ"
OdontoCompany São João de Meriti,"R. da Matriz, 117 - Sobreloja - Centro, São João de Meriti - RJ, 25520-640",21) 2755-9402,,dentista,False,,4.1,7,"São João de Meriti, RJ"
Centro Odontológico Vilar dos Teles,"Av. Comendador Teles, 2437 - 101 / 104 - Vilar dos Teles, São João de Meriti - RJ, 25576-271",21) 99349-0847,,dentista,False,,4.5,,"São João de Meriti, RJ"
Clínica LL Odontologia Avançada,"R. Egas Muniz, 22 - sala 107 e 108 - Vilar dos Teles, São João de Meriti - RJ, 25576-281",21) 96546-4689,,dentista,False,,5.0,,"São João de Meriti, RJ"
Dra Marcelle Guerra,"Av. Automóvel Clube, 86 - Vilar dos Teles, São João de Meriti - RJ, 26193-000",21) 2651-1294,,dentista,False,,3.5,,"São João de Meriti, RJ"
Cibele Pasquarelli Odontologia - Aparelho Ortodôntico e Harmonização Facial - Dentista em São João de Meriti - Rio de Janeiro,"R. da Matriz, 231 - Sala 303 - Centro, São João de Meriti - RJ, 25520-640",21) 99521-0830,,dentista,False,,5.0,,"São João de Meriti, RJ"
AC Odontologia,"R. Gessyr Gonçalves Fontes, 170 - sala 102 - Centro, São João de Meriti - RJ, 25520-570",21) 2655-1571,,dentista,False,,4.6,,"São João de Meriti, RJ"
Dra. Sandra Sueli,"Av. Automóvel Clube 2426 - Sala 201 Baixada, Av. Automóvel Clube, 2426 - 201 - Vilar dos Teles, São João de Meriti - RJ, 25561-170",21) 2751-0365,,dentista,False,,4.5,,"São João de Meriti, RJ"
Clínica Odontológica Sorria Rio,"R. da Matriz - Centro, São João de Meriti - RJ, 25520-640",21) 2756-4775,,dentista,False,,4.2,,"São João de Meriti, RJ"
Fernando Bernardes Townsend - Advogado,"Av. Automóvel Clube, 63 - sala 403 - 4 andar - Centro, São João de Meriti - RJ, 25525-125",21) 99821-1576,,advogado,False,,4.4,,"São João de Meriti, RJ"
EVERTON & SAVANA ADVOGADOS,"R. Gessyr Gonçalves Fontes, 115 - SALA1205 - Centro, São João de Meriti - RJ, 25520-570",21) 97210-1863,,advogado,False,,5.0,,"São João de Meriti, RJ"
Advogado 24h | Victor Silva Advocacia,"Av. Presidente Lincoln, 427 - Jardim Meriti, São João de Meriti - RJ, 25555-201",21) 99413-9080,,advogado,False,,5.0,,"São João de Meriti, RJ"
Dra. Mariane Narciso - Advogada Criminalista em São João de Meriti,"R. Anastácio Correia - Venda Velha, São João de Meriti - RJ, 25581-290",21) 99574-8830,,advogado,False,,5.0,,"São João de Meriti, RJ"
Paula Almeida - Advogada Especialista em INSS.,"Av. Automóvel Clube, 2600 - Vilar dos Teles, São João de Meriti - RJ, 25565-172",21) 96558-6093,,advogado,False,,4.9,,"São João de Meriti, RJ"
Nágela Pontes Advocacia,"R. Jacatirão, 182 - Sala 116- 2 - piso, São João de Meriti - RJ, 25561-411",21) 99667-3782,,advogado,False,,5.0,,"São João de Meriti, RJ"
Jesus & Leal Advogados,"R. Belkiss, 89 - Quadra 35 - Coelho da Rocha, São João de Meriti - RJ, 25550-590",21) 96503-1195,,advogado,False,,5.0,,"São João de Meriti, RJ"
Cardoso Júnior Advocacia,"R. Francisca Dantas, 132 - Centro, São João de Meriti - RJ, 25525-030",21) 99135-2013,,advogado,False,,5.0,,"São João de Meriti, RJ"
Ingrid Raposo Advocacia e Consultoria Jurídica,"Bazar ponto certo - Av. Comendador Teles, 2.620 - Sobreloja, Sala 08 - Vilar dos Teles, São João de Meriti - RJ, 25575-815",21) 2756-8622,,advogado,False,,5.0,,"São João de Meriti, RJ"
SLF Contabilidade,"Av. Nossa Sra. das Graças, 474 - Sala 4 - Centro, São João de Meriti - RJ, 25515-001",21) 2756-5902,,contador,False,,5.0,,"São João de Meriti, RJ"
Wrs contabilidade,"R. Rio Preto, 1239 - Gramacho, Duque de Caxias - RJ, 25035-390",,,contador,False,,,,"São João de Meriti, RJ"
O R G. Tânia Contabilidade,"R. Egas Muniz - Vilar dos Teles, São João de Meriti - RJ, 25576-270",21) 3755-3070,,contador,False,,4.3,,"São João de Meriti, RJ"
IMOBILIÁRIA NOVA MERITI,"Av. Getúlio de Moura, 27 - Centro, São João de Meriti - RJ, 25520-660",21) 2755-5669,,imobiliária,False,,4.1,,"São João de Meriti, RJ"
J. Teixeira Imóveis,"Av. Nossa Sra. das Graças, 1104 - Centro, São João de Meriti - RJ, 25510-240",21) 2656-0783,,imobiliária,False,,4.0,,"São João de Meriti, RJ"
J.F Imobiliária,"Galeria das xerox - R. da Matriz, 217 - Loja 18 - Centro, São João de Meriti - RJ, 25520-640",21) 2156-0627,,imobiliária,False,,4.6,,"São João de Meriti, RJ"
Imobiliarias de Cabo Frio,"pr Porto Rocha 10, RJ, 28900-000",22) 98806-5445,,imobiliária,False,,4.0,,"São João de Meriti, RJ"
Condomínio Motta Imóveis,"R. Silvestre, 22 - Lote 8, Quadra 225 - Vilar dos Teles, São João de Meriti - RJ, 25565-040",,,imobiliária,False,,5.0,,"São João de Meriti, RJ"
BM CORRETORA,"Av. Automóvel Clube, 190 - Centro, São João de Meriti - RJ, 25565-172",21) 99935-4108,,imobiliária,False,,,,"São João de Meriti, RJ"
Academia Ação Esporte,"R. Moacir Saraíva de Carvalho, 56-437 - Jardim Metropole, São João de Meriti - RJ, 25571-190",21) 2696-5736,,academia,False,,4.8,,"São João de Meriti, RJ"
Academia Fitness e saúde,"R. Juíz Moacir Marquês Morado, 106 - Centro, São João de Meriti - RJ, 25520-530",21) 2756-2168,,academia,False,,4.5,,"São João de Meriti, RJ"
Body and Life Academia,"Av. do Comércio, 267 - Loja - Jardim Metropole, São João de Meriti - RJ, 25575-110",21) 97865-0914,,academia,False,,4.5,,"São João de Meriti, RJ"
Academia Dias Fit,"Av. Miguel Couto, 976 - Jardim Olavo Bilac, São João de Meriti - RJ, 25575-580",21) 98770-5151,,academia,False,,4.6,,"São João de Meriti, RJ"
Academia Ritmo,"R. da Matriz, 545 - Centro, São João de Meriti - RJ, 25520-640",21) 3071-5814,,academia,False,,4.5,,"São João de Meriti, RJ"
Academia SMART LIFE,"Av. Comendador Teles, 22 - Vilar dos Teles, São João de Meriti - RJ, 25575-815",21) 2757-3633,,academia,False,,4.7,,"São João de Meriti, RJ"
Academia JW FiTNESS,"Av. Presidente Lincoln, 533 - Jardim Meriti, São João de Meriti - RJ, 25555-201",21) 98252-4270,,academia,False,,4.6,,"São João de Meriti, RJ"
Academia Definição e Saúde,"Av. Miguel Couto, 510 - Trezentos, São João de Meriti - RJ, 25585-500",,,academia,False,,4.4,,"São João de Meriti, RJ"
Academia Static Fitness,"R. Manuel Cândido Oliveira, 67 - Jardim Jose Bonifacio, São João de Meriti - RJ, 25565-281",21) 2751-2949,,academia,False,,4.6,,"São João de Meriti, RJ"
Academia R7 São João De Meriti,"Av. Pernambucana, 2150 - Vila Rosali, São João de Meriti - RJ, 25510-430",21) 96443-6598,,academia,False,,4.8,,"São João de Meriti, RJ"
Vila Fitness academia,"R. Salomão Ferreira do Nascimento, 366 - Vila Rosali, São João de Meriti - RJ, 25510-170",21) 96458-7575,,academia,False,,4.6,,"São João de Meriti, RJ"
Academia Lobo,"R. Jardim Botânico, 18-20 - Vila São João, São João de Meriti - RJ, 25576-140",21) 2757-7238,,academia,False,,4.3,,"São João de Meriti, RJ"
X-Tudo da Natal,"R. Estud. Galdêncio Miguel, 5309 - Lj C - Jardim Meriti, São João de Meriti - RJ, 25555-240",,,lanchonete,False,,4.7,,"São João de Meriti, RJ"
Digão Kisten Lanches,"Av. Automóvel Clube, 990 - Jardim Jose Bonifacio, São João de Meriti - RJ, 25515-126",21) 99313-1005,,lanchonete,False,,4.7,,"São João de Meriti, RJ"
Leo Lanches e Refeições Delivery,"R. Dinorá Silva, 180 - Jardim Meriti, São João de Meriti - RJ, 25555-501",21) 3801-1674,,lanchonete,False,,3.9,,"São João de Meriti, RJ"
Bacana Lanches,"Av. Presidente Lincoln, 18 - Jardim Meriti, São João de Meriti - RJ, 25555-201",21) 2751-6869,,lanchonete,False,,4.6,,"São João de Meriti, RJ"
Sabino's Pizzaria E Lanches,"Av. Fagundes Varela - Vila São João, São João de Meriti - RJ, 25570-300",21) 4132-5799,,lanchonete,False,,4.5,,"São João de Meriti, RJ"
Rei do Lanche,"Av. Ana Brito da Silva, 78 - São Mateus, São João de Meriti - RJ, 25525-510",21) 2757-1757,,lanchonete,False,,4.5,,"São João de Meriti, RJ"
Terê Lanches,"R. Cruz da Fé, 510 - Loja A - Éden, São João de Meriti - RJ, 25545-170",21) 3067-8294,,lanchonete,False,,4.4,,"São João de Meriti, RJ"
Parô Ficou,"R. Dionísio Rocha, 210 - Parque Araruama, São João de Meriti - RJ, 25585-230",21) 3659-1120,,lanchonete,False,,4.6,,"São João de Meriti, RJ"
Max Lanches E Pizzaria,"R. Dolomita - Parque Alian, São João de Meriti - RJ, 25550-360",21) 2082-3005,,lanchonete,False,,4.5,,"São João de Meriti, RJ"
Ed Lanches,"Av. Pernambucana - Vila Rosali, São João de Meriti - RJ, 25550-590",21) 2661-1482,,lanchonete,False,,4.5,,"São João de Meriti, RJ"
Lokal Lanches Hamburgueria,"praça roberto silveira, 32 - São Mateus, São João de Meriti - RJ, 25525-510",21) 98294-0759,,lanchonete,False,,4.5,,"São João de Meriti, RJ"
monstrao lanches,"R. João Pascal de Faria, n 3 - Éden, São João de Meriti - RJ, 25535-380",21) 96850-8177,,lanchonete,False,,4.6,,"São João de Meriti, RJ"
Giga Point Petiscos e Lanches,"R. Arizona, 60 - Éden, São João de Meriti - RJ, 25545-040",21) 2656-2973,,lanchonete,False,,4.9,,"São João de Meriti, RJ"
Alipio's Lanches,"R. da Matriz, 3367 - Coelho da Rocha, São João de Meriti - RJ, 25550-170",21) 2752-7554,,lanchonete,False,,4.4,,"São João de Meriti, RJ"
Supermercado Unidos,"R. Copacabana - Vilar dos Teles, São João de Meriti - RJ, 25580-040",,,supermercado,False,,4.8,,"São João de Meriti, RJ"
Gran Marche supermercados,"R. Visc. de Itanhaém, 168 - Jardim Olavo Bilac, São João de Meriti - RJ, 25575-290",,,supermercado,False,,4.8,,"São João de Meriti, RJ"
Supermercados Unidos da Vila São João,"R. Niterói, 1 - Vila São João, São João de Meriti - RJ, 25570-270",21) 2751-4002,,supermercado,False,,4.3,,"São João de Meriti, RJ"
Mercado Pica Pau,"Estr. Rio de Janeiro, 532 - Vila Santa Teresa, Belford Roxo - RJ, 26190-060",21) 3665-2147,,supermercado,False,,3.8,,"São João de Meriti, RJ"
Mercado e distribuidora Menor Preço,"R. Assunção, 11 - quadra 111 - Vilar dos Teles, São João de Meriti - RJ, 25561-410",21) 2662-8278,,supermercado,False,,4.0,,"São João de Meriti, RJ"
Calçadão dos Pisos Material de Construção em São João de Meriti,"Av. Automóvel Clube, 2893 - Loja A - Vilar dos Teles, São João de Meriti - RJ, 25565-171",21) 3757-8620,,material de construção,False,,4.5,,"São João de Meriti, RJ"
