nome,telefone,whatsapp,instagram,email,categoria,cidade,bairro,endereco,tem_site,url_site,avaliacao,num_avaliacoes
Hanna Vianna Estética e Limpeza de Pele | Barra da Tijuca,21) 97501-9148,21) 97501-9148,,,clínica de estética,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Embaixador Abelardo Bueno, 1340 - Sala 805 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-023",False,,5.0,
Doutores Da Estética,21) 93950-9485,21) 93950-9485,,,clínica de estética,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Shopping Via, Edifício Grumari - Av. Ayrton Senna, 3000 - Sala 3027 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-904",True,https://doutoresdaesteticabarra.com.br/,5.0,
Easylaser Barra da Tijuca,21) 96628-9838,21) 96628-9838,,,clínica de estética,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 3665 - loja 114 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-004",True,http://easylaser.rio/,4.8,
Dr. Victor Bechara - Dermatologista no Leblon,21) 99999-1639,21) 99999-1639,,,clínica de estética,"Barra da Tijuca - Rio de Janeiro, RJ",Leblon,"Av. Ataulfo de Paiva, 391 - sala 602 - Leblon, Rio de Janeiro - RJ, 22440-032",True,http://www.drvictorbechara.com.br/,5.0,
Walter's Coiffeur Leblon - by Blessed Beauty e Cia,21) 96736-2323,21) 96736-2323,https://www.instagram.com/blessedb.cia,,clínica de estética,"Barra da Tijuca - Rio de Janeiro, RJ",Leblon,"Av. Bartolomeu Mitre, 792 - Leblon, Rio de Janeiro - RJ, 22431-000",False,https://www.instagram.com/blessedb.cia/,5.0,
Espaço Moringa Beauty - Barra da Tijuca,21) 99876-2002,21) 99876-2002,,,clínica de estética,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Loja 109, Shopping Open Mall - Av. das Américas, 7907 - Bloco 3 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-081",False,,4.9,
Veena Spa de Massagens Nuru Barra da Tijuca,21) 3900-2607,5521973651732,,,clínica de estética,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Alm. Júlio de Sá Bierrenbach, 65 - Bloco 2 - sala 708 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-028",True,https://veenaspa.com.br/,4.9,
Fê Seabra Studio | Salão de Beleza | Shopping Downtown | Barra da Tijuca,21) 97952-6655,21) 97952-6655,,,clínica de estética,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 500 - Shopping Downtown Bloco 13 - Sala 315 - Portaria B - Barra da Tijuca, Rio de Janeiro - RJ, 22640-100",True,https://abrir.link/ybPHG,5.0,
Clínica Estética Andressa Oliveira,21) 97907-8883,21) 97907-8883,,,clínica de estética,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Shopping Downtown - Av. das Américas, 500 - Bloco 3c Sala 227 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-100",True,https://clinicaesteticaao.com.br/,5.0,
Clínica de Estética e vida - Brasil Slim Barra da Tijuca,21) 97219-7196,21) 97219-7196,,,clínica de estética,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Link Office - Av. Ayrton Senna, 2600 Bloco 5-A - loja w - Barra da Tijuca, Rio de Janeiro - RJ, 22775-003",False,,4.5,
Cut Prime,21) 2499-3365,,,,salão premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 3255 - loja 220 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-002",False,,4.9,
Studio Lu Rech - Barra Prime,21) 3256-0046,,,,salão premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Afonso Arinos de Melo Franco, 222 - Loja 118 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-455",True,https://www.studiolurech.com/,4.8,
Fábrica Premium Olegário,21) 97613-9613,21) 97613-9613,https://www.instagram.com/fabricapremiumolegario,,salão premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Olegário Maciel, 566 - Barra da Tijuca, Rio de Janeiro - RJ, 22621-200",False,https://www.instagram.com/fabricapremiumolegario/,4.9,
Espaço Caju - Salão de Beleza Barra Prime,21) 2208-9991,"https://api.whatsapp.com/send?phone=5521966015065&text=Ol%C3%A1,%20te%20encontrei%20no%20Google%20gostaria%20de%20agendar%20um%20hor%C3%A1rio.",https://www.instagram.com/espacocaju.beleza,,salão premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Afonso Arinos de Melo Franco, 222 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-455",False,https://www.instagram.com/espacocaju.beleza/,4.7,
Studio Espaço Prime,21) 98268-1037,21) 98268-1037,http://instagram.com/studioespacoprime,,salão premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. José Wilker, 600, BL2, SL 1004 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-024",False,http://instagram.com/studioespacoprime,3.4,
Studio SM Di Bellezza,21) 97749-1007,21) 97749-1007,,,salão premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Shopping Barra Prime - bloco 2 b Sala 316 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-100",True,https://studiosmdibellezza.com.br/,4.8,
Espaço VS hair & CO,21) 97165-6252,21) 97165-6252,,,salão premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. João Cabral de Mello Neto, 850 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-057",True,http://espacovs.com/,4.9,
Prime Hair Clinic - Salão de Beleza na Barra da Tijuca,21) 3442-9951,,,,salão premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 12300 - Loja - 156 - Barra da Tijuca, Rio de Janeiro - RJ, 22790-702",True,https://www.google.com/search?q=Prime+Hair+Clinic+-+Sal%C3%A3o+de+beleza+na+Tijuca&oq=prime+&gs_lcrp=EgZjaHJvbWUqCAgAEEUYJxg7MggIABBFGCcYOzIGCAEQRRg7MgYIAhBFGDkyDAgDEAAYQxiABBiKBTIMCAQQABhDGIAEGIoFMgYIBRAFGEAyBggGEEUYPTIGCAcQRRg8qAIIsAIB&sourceid=chrome&ie=UTF-8,5.0,
Barbearia Prime 73,21) 98173-0908,21) 98173-0908,,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 11889 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-082",True,https://prime73.belasis.app/,4.9,
Prime Barber e Beer,21) 3577-3602,,,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Shopping Novo Leblon - Av. das Américas, 7607 - Loja 134 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-081",False,,4.6,
Zero Quatro,21) 2070-5349,,,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Supermercados Guanabara - Av. das Américas, 3501 - Loja 6/7 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-003",True,https://www.barra-labbarbearia.com.br/,5.0,
Barbearia Factory,"Avenida das Américas 7907, Bloco 2, Loja 121 Shopping Open Mall Telefone: +55 (21) 3507-2173 WhatsApp: +55 (21) 97250-1103 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-081","
Avenida das Américas 7907, Bloco 2, Loja 121 Shopping Open Mall Telefone: +55 (21) 3507-2173 WhatsApp: +55 (21) 97250-1103 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-081",,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Avenida das Américas 7907, Bloco 2, Loja 121 Shopping Open Mall Telefone: +55 (21) 3507-2173 WhatsApp: +55 (21) 97250-1103 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-081",True,https://barbeariafactory.com.br/,4.9,
Barbearia - D.O.N Barber Beer - Barra da Tijuca,21) 3082-0766,,,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Olegário Maciel, 45 - Barra da Tijuca, Rio de Janeiro - RJ, 22621-200",True,http://www.donbarberbeer.com.br/,4.8,
Barbearia Premium,,,https://www.instagram.com/jldocorte,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Taquara,"R. do Caule, 12 - Taquara, Rio de Janeiro - RJ, 22713-582",False,https://www.instagram.com/jldocorte/,4.9,
Zero8 Barbearia,,,,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Ayrton Senna, 5500 - bloco 3, sala 231 segundo andar - Barra da Tijuca, Rio de Janeiro - RJ, 22775-005",True,https://linktr.ee/zero8barbearia,5.0,
Península Barber Club,21) 3640-0653,,,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. João Cabral de Mello Neto, 610 - SALA 1103 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-057",False,,5.0,
Barbearia BR021,21) 3172-5174,,,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Érico Veríssimo, 805 - Barra da Tijuca, Rio de Janeiro - RJ, 22621-180",True,http://www.barbeariabr021.com.br/,4.9,
The Black Barbearia,21) 3437-9515,,,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Olegário Maciel, 451 - Loja F - Barra da Tijuca, Rio de Janeiro - RJ, 22621-222",True,https://cashbarber.com.br/theblackclube,5.0,
Iron the Barbershop - Barbearia por assinatura,21) 97262-0276,21) 97262-0276,,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Blue Center - Av. das Américas, 12300 - Loja 104 - Barra da Tijuca, Rio de Janeiro - RJ, 22790-702",True,https://ironthebarbershop.com/,4.8,
B-Barber (Barbearia & Café),21) 96666-1987,5521966661987,,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 7700 - loja 116 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-081",True,http://cashbarber.com.br/bbarberrj,5.0,
Barbearia VIP,21) 99493-2396,21) 99493-2396,,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Embaixador Abelardo Bueno, 1300 - Loja 2066 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-040",True,http://www.barbeariavip.com.br/,4.2,
Barbearia Club Rio 2,21) 99614-2088,21) 99614-2088,,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"R. Bruno Giorgi, 114 - SALA 221 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-054",True,http://www.barbeariaclubrj.com.br/,4.6,
Academia da Barba,21) 99130-9961,21) 99130-9961,,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 8445 - Loja 108 A - Barra da Tijuca, Rio de Janeiro - RJ, 22793-081",True,https://sites.appbarber.com.br/academiadabarba-lk1i,5.0,
Rio Sport Barbearia e Podologia - Barra da Tijuca,21) 99168-8114,5521991688114,,,barbearia premium,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 500 - bloco 06, loja 123 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-100",True,https://riosportbarbearia.com.br/,4.6,
Barra Clínica Odontológica Urgência,21) 99122-9709,"https://api.whatsapp.com/send?phone=5521996101488&text=Ol%C3%A1%20LAP%20Odontologia,%20acabei%20de%20ver%20seu%20perfil%20no%20Google!",https://instagram.com/dra.thayssasouza,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Avenida Embaixador Abelardo Bueno,"Próximo a Perinatal, no Dimension Office Park, bloco Lagoa 1 - Avenida Embaixador Abelardo Bueno, numero 1, sala 211, Rio de Janeiro - RJ, 22775-040",False,,4.9,
Dra. Renata Pinho - Lagoa Rio Odontologia,21) 98419-0453,21) 98419-0453,https://www.instagram.com/lagoario_odonto,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Jardim Botânico,"Edifício Touch - R. Jardim Botânico, 568 - 202 - Jardim Botânico, Rio de Janeiro - RJ, 22461-000",False,https://www.instagram.com/lagoario_odonto/,5.0,
OdontoClinica Barra da Tijuca,21) 98157-8147,https://api.whatsapp.com/send?phone=5521981989591&text=Ol%C3%A1!%20Vim%20do%20Google%20e%20gostaria%20de%20mais%20informa%C3%A7%C3%B5es%20sobre%20a%20cl%C3%ADnica.,,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Itanhangá,"Estrada da Barra da Tijuca, 3.999 - 2 andar - Itanhangá, Rio de Janeiro - RJ, 22641-004",True,https://odontoclinicabarradatijuca.lovable.app/,5.0,
Dra Patricia Camargos - Dentista Barra da Tijuca,21) 99022-4470,21) 99022-4470,https://www.instagram.com/dra.anabeafranco,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"119 - Le Monde Offices - Av das Américas, 3500 Bloco Hong Kong, 3000 - sala - Barra da Tijuca, Rio de Janeiro - RJ, 22640-102",True,https://patriciacamargos.com.br/,5.0,
EM Odontologia | Dentista 24h Barra da Tijuca,21) 98251-6118,21) 98251-6118,https://www.instagram.com/dra.anabeafranco,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"One World Offices, Bloco A, Europa Tower, R. Sérgio Buarque de Holanda, 605 - Sala 703 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-004",False,,5.0,
Dentista Barra da Tijuca | Amil Hapvida Metlife Primavida Sulamérica Unimed,21) 97226-2017,21) 97226-2017,https://www.instagram.com/dra.anabeafranco,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 3665 - Loja 207 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-000",True,https://021dental.com.br/dentista-na-barra-da-tijuca/,4.4,6
Dentista Dra. Laura Ross - Via Parque,21) 99392-4135,21) 99392-4135,https://www.instagram.com/dra.anabeafranco,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Ayrton Senna, 3000 - Bloco 1- Sala 206 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-002",True,http://www.dralauraross.com.br/,5.0,
IRio Odontologia - Clínica Odontológica na Barra da Tijuca,21) 98900-3446,21) 98900-3446,https://www.instagram.com/dra.anabeafranco,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 3301 - Bloco 03 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-004",True,https://irioodonto.com.br/,5.0,
Orthovision Odontologia Clinica Geral,21) 97686-4080,21) 97686-4080,https://www.instagram.com/dra.anabeafranco,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Vision Office - Av. Embaixador Abelardo Bueno, 3500 - Loja 125 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-040",True,https://wa.me/message/SHOJG4Z2W3AUE1,5.0,
Espaço Odonto Mundo Novo,21) 99202-5770,21) 99202-5770,https://www.instagram.com/dra.anabeafranco,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 8445 - Sala 1207 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-084",True,https://odontomundonovo.com.br/,5.0,
Dental Service - Dr.ª Luciane Mallet,21) 96978-0005,21) 96978-0005,https://www.instagram.com/dra.anabeafranco,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Avenida Ayrton Senna 2600 Bl 5 Entrada II Sala 454 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-003",False,,3.3,
Dentista Dra. Samantha Rodrigues | Especialista em Implantes e Próteses Dentárias Clínica de Referência,21) 96784-1133,21) 96784-1133,https://www.instagram.com/dra.barbarastrauss?igsh=cmJyMWZ6czFjampx,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Shopping Millennium - Av. das Américas, 7707 - Bloco 1, sala 253 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-081",True,https://drasamantharodrigues.io/,5.0,
Dra. Luciana Giesta - Endodontia - Microscopia - Barra da Tijuca,21) 99380-6070,21) 99380-6070,https://www.instagram.com/dra.anabeafranco,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Shopping Millenium - Av. das Américas, 7707 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-081",False,,5.0,
Dra Ohana Cardoso,21) 98581-2567,21) 98581-2567,https://www.instagram.com/dra.barbarastrauss?igsh=cmJyMWZ6czFjampx,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Embaixador Abelardo Bueno, 1 - Sala 424 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-040",False,,5.0,
Dentista Dra Ivandra Toresan,21) 99806-5797,21) 99806-5797,https://www.instagram.com/dra.anabeafranco,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 500 - Bloco 4, sala 303 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-904",True,https://draivandratoresan.com.br/,,
Consultório odontológico Dra. Maiza Toledo,21) 99701-3849,21) 99701-3849,https://www.instagram.com/dra.anabeafranco,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"PRIME DESIGN OFFICES Jacarepaguá - Estr. Cel. Pedro Corrêa, 740 - Sala 422 - Barra da Tijuca, Rio de Janeiro - RJ, 22775-090",False,,5.0,
Dra. Gilmara Matheus,21) 99953-4458,"https://api.whatsapp.com/send?phone=5521996101488&text=Ol%C3%A1%20LAP%20Odontologia,%20acabei%20de%20ver%20seu%20perfil%20no%20Google!",https://www.instagram.com/dramiriancarla?igsh=cDBnOHlhM3NxZ213,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Ayrton Senna, 1850 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-000",True,http://wa.me/message/LAMRTTDCRVVAE1,4.6,
Clínica Guedes Odontologia,21) 2493-2565,"https://api.whatsapp.com/send?phone=5521996101488&text=Ol%C3%A1%20LAP%20Odontologia,%20acabei%20de%20ver%20seu%20perfil%20no%20Google!",https://www.instagram.com/dradaniellemoreira,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 500 - Bloco 13 - Portaria B - Sala 320 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-100",True,http://www.clinicaguedes.com.br/,4.9,2
Aurê Clinic odontologia | Dentista Barra da tijuca,21) 99015-9683,"https://api.whatsapp.com/send?phone=5521996101488&text=Ol%C3%A1%20LAP%20Odontologia,%20acabei%20de%20ver%20seu%20perfil%20no%20Google!",https://www.instagram.com/aureclinic.barra?igsh=cTVyOGxrMDA3cnQ3,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av evandro lins e silva, |, 840 - Sala 1309 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-470",False,https://www.instagram.com/aureclinic.barra?igsh=cTVyOGxrMDA3cnQ3,5.0,
Dr. André Moreira Ortodontia,21) 98106-9681,"https://api.whatsapp.com/send?phone=5521996101488&text=Ol%C3%A1%20LAP%20Odontologia,%20acabei%20de%20ver%20seu%20perfil%20no%20Google!",,,dentista,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Centro profissional do BarraShopping - Av. das Américas, 4790 - sala 504 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-905",True,https://www.ortodontista.net/ortodontista-na-barra,5.0,
Hipnoterapia - Psicóloga - Cintia Gonçalves,21) 97222-8955,21) 97222-8955,,,psicólogo,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Ayrton Senna, 2.500 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-907",True,http://www.cintiaterapia.com.br/,5.0,
Psicóloga Clínica Andréa Montechiare - Barra da Tijuca,21) 98935-0449,21) 98935-0449,,,psicólogo,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Armando Lombardi, 165 - Sala 103 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-020",True,https://www.xn--andramontechiare-eqb.com.br/,5.0,
Psicóloga Barra da Tijuca Yasmim Carvalho | DBT & TCC | Presencial e Online - Rio de Janeiro,21) 98166-4283,21) 98166-4283,,,psicólogo,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 12600 - Bl 2 sala 212 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-329",True,https://yasmimcarvalho.com/,5.0,
Clinica Bispo | Psicologia e Psiquiatria | Barra da Tijuca | RJ,21) 96437-6279,21) 96437-6279,,,psicólogo,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. Olegário Maciel, 460 - sala 202 B - Barra da Tijuca, Rio de Janeiro - RJ, 22621-200",True,https://clinicabispo.com.br/,5.0,
𝚿🧠 Simone de Moraes | Psicóloga na Barra da Tijuca/RJ - Atendimento particular,21) 96428-3688,5521964283688,,,psicólogo,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 1155 - Sala 705 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-903",True,https://www.psicologasimonedemoraes.com.br/,5.0,
Psicóloga Barra da Tijuca - Jessica Wesley,21) 98843-4400,5521988434400,,,psicólogo,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas - Barra da Tijuca, Rio de Janeiro - RJ, 22640-102",True,https://psicologajessicafreire.com.br/,5.0,
Psicóloga Mariana Cernicchiaro - Barra da Tijuca e Online,21) 98113-0500,5521981130500,,,psicólogo,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"SunPlaza - Av. das Américas, 7935 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-081",True,https://www.marianacernicchiaro.com.br/,5.0,
Psicóloga na Barra da Tijuca - Maria Clara Gemal - Psicanalista,21) 99988-3580,5521999883580,https://www.instagram.com/psicologaadrianaandrade?igsh=cmIzcWhvcmhpM2V2&utm_source=qr,,psicólogo,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Barra Garden Shopping - Av. das Américas, 3255 - Cobertura 312 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-002",True,https://www.doctoralia.com.br/maria-clara-gemal/psicanalista-psicologo/niteroi,5.0,
Psicóloga Jeniffer Moraes | Especialista em TCC e ACT | Transtornos de Ansiedade e TOC | Psicoterapia | Barra da Tijuca RJ,21) 98217-2981,https://api.whatsapp.com/send/?phone=5521983052782&text&type=phone_number&app_absent=0,https://www.instagram.com/jcamelopsi,,psicólogo,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"Av. das Américas, 8585 - Sala 480 - Barra da Tijuca, Rio de Janeiro - RJ, 22611-201",True,https://tinyurl.com/psijeniffer,4.9,
"Psicóloga Barra da Tijuca RJ | Roberta M. Oliveira | Psicanalista | Crianças, adolescentes e adultos | Psicóloga infantil",21) 99789-6342,https://api.whatsapp.com/send/?phone=5521983052782&text&type=phone_number&app_absent=0,https://www.instagram.com/jcamelopsi,,psicólogo,"Barra da Tijuca - Rio de Janeiro, RJ",Barra da Tijuca,"CEO Corporate - Av. João Cabral de Mello Neto, 850 - 10° andar - Barra da Tijuca, Rio de Janeiro - RJ, 22775-057",True,http://www.psirobertamolive.com.br/,5.0,
